id,tournament_id,pin,role,hole_number,strokes_self,strokes_partner,created_at,updated_at,penalty_strokes,rule_ball,confirmed,confirmed_by,flight_id,player_id,round_number
36253a14-a924-4ca8-b932-d4406caac96d,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,9059,player,2,3,3,2026-05-23T09:23:30.256838+00:00,2026-05-23T09:23:30.256838+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,5ab228f0-fb0e-46a2-88bd-94a48716f49d,1
ced9e29e-d3cc-4328-b1e9-5d676b7760ed,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,8500,player,2,3,3,2026-05-23T09:23:29.630632+00:00,2026-05-23T09:23:29.630632+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,4747714c-9ad7-46b7-b3d0-c24ea4dd5442,1
be89bc56-0ed1-42d4-8ce5-66b076876324,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,8500,player,3,3,3,2026-05-23T09:23:51.008086+00:00,2026-05-23T09:23:51.008086+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,4747714c-9ad7-46b7-b3d0-c24ea4dd5442,1
b745b030-fd82-49ed-af11-a102d2291bbd,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,9059,player,3,3,3,2026-05-23T09:23:50.056318+00:00,2026-05-23T09:23:50.056318+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,5ab228f0-fb0e-46a2-88bd-94a48716f49d,1
8db3a49e-11ae-4043-90ac-a9425e2d3ecc,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,8500,player,4,3,3,2026-05-23T09:24:19.279745+00:00,2026-05-23T09:24:19.279745+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,4747714c-9ad7-46b7-b3d0-c24ea4dd5442,1
329625e6-29ed-48fd-b947-2acb0dcf2c3e,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,9059,player,4,3,3,2026-05-23T09:24:18.436+00:00,2026-05-23T09:24:18.436+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,5ab228f0-fb0e-46a2-88bd-94a48716f49d,1
76e87d09-484a-4c9e-b64d-a7dd6b384d50,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,8500,player,5,3,3,2026-05-23T09:24:29.880087+00:00,2026-05-23T09:24:29.880087+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,4747714c-9ad7-46b7-b3d0-c24ea4dd5442,1
0a012750-82f5-4865-95ed-90c69d3a6664,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,9059,player,5,3,3,2026-05-23T09:24:25.828347+00:00,2026-05-23T09:24:25.828347+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,5ab228f0-fb0e-46a2-88bd-94a48716f49d,1
a19d6a97-531d-4fa9-be4e-864a49e6a368,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,8500,player,6,4,4,2026-05-23T09:24:42.270034+00:00,2026-05-23T09:24:42.270034+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,4747714c-9ad7-46b7-b3d0-c24ea4dd5442,1
114bae48-c223-4c82-b417-b08faba06c5d,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,9059,player,6,4,4,2026-05-23T09:24:41.381361+00:00,2026-05-23T09:24:41.381361+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,5ab228f0-fb0e-46a2-88bd-94a48716f49d,1
e6e6570c-885c-40d5-a15a-a82e9824afa7,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,8500,player,1,4,4,2026-05-23T09:23:09.023262+00:00,2026-05-23T09:23:09.023262+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,4747714c-9ad7-46b7-b3d0-c24ea4dd5442,1
0d7e1d95-1a12-4c44-aed3-630d4db69545,e9b23d74-ab9d-4ba5-86bf-744915e1ee28,9059,player,1,4,4,2026-05-23T09:23:07.869134+00:00,2026-05-23T09:23:07.869134+00:00,0,false,true,,e5ba2ae0-b7a7-4d5b-8918-529fc877e8c5,5ab228f0-fb0e-46a2-88bd-94a48716f49d,1
